oaColorName;publicationId;year;publisherId;publisherName;journalId;journalTitle
Hybrid;pub.1046572733;2016;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Closed;pub.1046591884;2016;pblshr.1000311;Wiley;jour.1087529;Artificial Organs
Gold;pub.1046594301;2017;pblshr.1001965;Frontiers;jour.1045668;Frontiers in Plant Science
Closed;pub.1046599929;2015;pblshr.1000297;Springer Nature;jour.1040667;European Journal of Forest Research
Gold;pub.1046640349;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1034963;PLoS Pathogens
Grün;pub.1046675486;2015;pblshr.1000286;Oxford University Press (OUP);jour.1019176;Journal of Molecular Cell Biology
Grün;pub.1046678922;2015;pblshr.1000297;Springer Nature;jour.1102786;European Child & Adolescent Psychiatry
Grün;pub.1046680546;2015;pblshr.1000297;Springer Nature;jour.1051932;Solar Physics
Closed;pub.1046693594;2016;pblshr.1000297;Springer Nature;jour.1083533;Applied Microbiology and Biotechnology
Closed;pub.1046696640;2015;pblshr.1000311;Wiley;jour.1312252;European Journal of Inorganic Chemistry
Grün;pub.1046701605;2015;pblshr.1000016;American Physical Society (APS);jour.1312290;Physical Review E
Closed;pub.1046747085;2015;pblshr.1000221;American Association for the Advancement of Science (AAAS);jour.1346339;Science
Closed;pub.1046750031;2015;pblshr.1000297;Springer Nature;jour.1050312;Journal of Global Optimization
Closed;pub.1046750573;2015;pblshr.1000297;Springer Nature;jour.1018957;Nature
Closed;pub.1046752139;2015;pblshr.1000078;Elsevier;jour.1050913;The Lancet HIV
Closed;pub.1046766557;2016;pblshr.1000311;Wiley;jour.1016355;ChemInform
Hybrid;pub.1046769095;2015;pblshr.1000246;Cold Spring Harbor Laboratory;jour.1114285;RNA
Closed;pub.1046787738;2016;pblshr.1000078;Elsevier;jour.1036173;Journal of Veterinary Behavior
Gold;pub.1046789611;2016;pblshr.1001965;Frontiers;jour.1044458;Frontiers in Microbiology
Closed;pub.1046794753;2017;pblshr.1000297;Springer Nature;jour.1135931;European Journal of Wood and Wood Products
Hybrid;pub.1046811829;2016;pblshr.1003145;Copernicus Publications;jour.1034557;Biogeosciences Discussions
Gold;pub.1046818052;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1044370;Chemical Science
Grün;pub.1046824700;2015;pblshr.1000311;Wiley;jour.1131478;Diversity and Distributions
Grün;pub.1046857567;2016;pblshr.1000297;Springer Nature;jour.1136632;Israel Journal of Mathematics
Closed;pub.1046863807;2015;pblshr.1000311;Wiley;jour.1020133;Medical Physics
Closed;pub.1046863887;2016;pblshr.1000297;Springer Nature;jour.1136516;Journal of Mathematical Sciences
Gold;pub.1046890042;2015;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Grün;pub.1046894763;2016;pblshr.1000311;Wiley;jour.1126647;New Phytologist
Bronze;pub.1046909248;2015;pblshr.1000078;Elsevier;jour.1136898;Journal of Algebra
Closed;pub.1046915378;2015;pblshr.1000311;Wiley;jour.1032876;Advanced Functional Materials
Closed;pub.1046958635;2017;pblshr.1000297;Springer Nature;jour.1048498;Research in Science Education
Gold;pub.1046958979;2016;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Grün;pub.1046961553;2017;pblshr.1000374;De Gruyter;jour.1140796;German Economic Review
Closed;pub.1046962719;2016;pblshr.1000078;Elsevier;jour.1137796;International Journal of Greenhouse Gas Control
Gold;pub.1046967856;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Bronze;pub.1046970928;2017;pblshr.1000311;Wiley;jour.1102338;The Plant Journal
Closed;pub.1046973041;2015;pblshr.1000078;Elsevier;jour.1085913;Psychoneuroendocrinology
Closed;pub.1046989086;2016;pblshr.1000297;Springer Nature;jour.1086169;Applied Biochemistry and Biotechnology
Closed;pub.1046995506;2015;pblshr.1000311;Wiley;jour.1102338;The Plant Journal
Closed;pub.1046996642;2016;pblshr.1000374;De Gruyter;jour.1024662;Historische Zeitschrift
Grün;pub.1047004222;2015;pblshr.1000078;Elsevier;jour.1122912;World Development
Grün;pub.1047005789;2015;pblshr.1000311;Wiley;jour.1103045;Human Mutation
Grün;pub.1047020545;2015;pblshr.1000374;De Gruyter;jour.1139556;The Linguistic Review
Gold;pub.1047023802;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Bronze;pub.1047038416;2016;pblshr.1000078;Elsevier;jour.1319954;Journal of Pain
Hybrid;pub.1047044360;2015;pblshr.1000078;Elsevier;jour.1012399;Hormones and Behavior
Closed;pub.1047056818;2015;pblshr.1000316;American Chemical Society (ACS);jour.1037414;ACS Chemical Biology
Gold;pub.1047061292;2016;pblshr.1001968;MDPI;jour.1028874;International Journal of Molecular Sciences
Closed;pub.1047070815;2015;pblshr.1000297;Springer Nature;jour.1126575;Plant and Soil
Grün;pub.1047073383;2017;pblshr.1000311;Wiley;jour.1021323;Journal of the Royal Statistical Society Series B (Statistical Methodology)
Closed;pub.1047082584;2015;pblshr.1000297;Springer Nature;jour.1089641;Calcified Tissue International
Grün;pub.1047092952;2016;pblshr.1000311;Wiley;jour.1035264;Journal of Vegetation Science
Gold;pub.1047093486;2015;pblshr.1001965;Frontiers;jour.1044598;Frontiers in Psychology
Closed;pub.1047098725;2017;pblshr.1000078;Elsevier;jour.1120732;Geochimica et Cosmochimica Acta
Gold;pub.1047103831;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1047105324;2017;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1047106666;2016;pblshr.1000311;Wiley;jour.1132113;Mathematical Methods in the Applied Sciences
Closed;pub.1047134132;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Closed;pub.1047156926;2015;pblshr.1000297;Springer Nature;jour.1039640;Journal of Plant Diseases and Protection
Grün;pub.1047181053;2016;pblshr.1000311;Wiley;jour.1085221;Medical Education
Closed;pub.1047181083;2017;pblshr.1000078;Elsevier;jour.1022420;New Biotechnology
Closed;pub.1047199275;2015;pblshr.1000311;Wiley;jour.1092618;American Journal of Primatology
Gold;pub.1047215339;2015;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1047234625;2016;pblshr.1000311;Wiley;jour.1095788;Letters in Applied Microbiology
Hybrid;pub.1047244335;2015;pblshr.1000235;American Society for Microbiology;jour.1047634;Microbiology Resource Announcements
Grün;pub.1047265450;2016;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Closed;pub.1047269984;2015;pblshr.1000311;Wiley;jour.1016355;ChemInform
Closed;pub.1047274015;2017;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Gold;pub.1047276610;2016;pblshr.1001968;MDPI;jour.1033643;Marine Drugs
Grün;pub.1047308846;2015;pblshr.1000078;Elsevier;jour.1041819;Labour Economics
Closed;pub.1047313256;2017;pblshr.1000297;Springer Nature;jour.1320466;Schmalenbachs Zeitschrift für betriebswirtschaftliche Forschung
Closed;pub.1047330170;2015;pblshr.1003361;Society of Economic Geologists;jour.1026110;Economic Geology
Gold;pub.1047334233;2016;pblshr.1000297;Springer Nature;jour.1035490;BMC Veterinary Research
Closed;pub.1047362645;2015;pblshr.1000078;Elsevier;jour.1030151;Forest Ecology and Management
Gold;pub.1047378733;2015;pblshr.1000235;American Society for Microbiology;jour.1042492;mBio
Closed;pub.1047386312;2016;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Closed;pub.1047411451;2016;pblshr.1000311;Wiley;jour.1043737;Hydrological Processes
Gold;pub.1047411904;2015;pblshr.1000297;Springer Nature;jour.1043101;EvoDevo
Closed;pub.1047412325;2015;pblshr.1000078;Elsevier;jour.1134509;Environmental Modelling & Software
Closed;pub.1047412434;2017;pblshr.1000311;Wiley;jour.1010450;Developmental Psychobiology
Gold;pub.1047432926;2015;pblshr.1000179;SAGE Publications;jour.1051257;Tropical Conservation Science
Grün;pub.1047440838;2015;pblshr.1000286;Oxford University Press (OUP);jour.1017305;Brain
Closed;pub.1047441113;2015;pblshr.1000078;Elsevier;jour.1020185;Marine and Petroleum Geology
Gold;pub.1047443946;2015;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Grün;pub.1047468352;2015;pblshr.1000078;Elsevier;jour.1122912;World Development
Closed;pub.1047478401;2016;pblshr.1000297;Springer Nature;jour.1031627;Biology and Fertility of Soils
Grün;pub.1047486480;2016;pblshr.1000078;Elsevier;jour.1017012;The American Journal of Human Genetics
Closed;pub.1047557325;2016;pblshr.1000297;Springer Nature;jour.1136745;PalZ
Grün;pub.1047563512;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1031384;Organic & Biomolecular Chemistry
Closed;pub.1047568302;2017;pblshr.1000078;Elsevier;jour.1092504;European Journal of Radiology
Closed;pub.1047569846;2015;pblshr.1000311;Wiley;jour.1016355;ChemInform
Gold;pub.1047570988;2016;pblshr.1000297;Springer Nature;jour.1023790;BMC Genomics
Grün;pub.1047584466;2015;pblshr.1000297;Springer Nature;jour.1136252;BIT Numerical Mathematics
Closed;pub.1047620925;2015;pblshr.1000311;Wiley;jour.1312252;European Journal of Inorganic Chemistry
Gold;pub.1047637479;2016;pblshr.1000297;Springer Nature;jour.1028425;BMC Ecology
Closed;pub.1047681912;2016;pblshr.1000311;Wiley;jour.1312252;European Journal of Inorganic Chemistry
Closed;pub.1047698719;2016;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Grün;pub.1047698896;2016;pblshr.1000037;American Society of Plant Biologists (ASPB);jour.1102472;The Plant Cell
Gold;pub.1047705884;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1047710577;2016;pblshr.1000374;De Gruyter;jour.1024229;Anglia - Zeitschrift für englische Philologie
Grün;pub.1047745548;2015;pblshr.1000078;Elsevier;jour.1017078;Biophysical Journal
Closed;pub.1047748546;2015;pblshr.1000179;SAGE Publications;jour.1113779;Asian Cardiovascular and Thoracic Annals
Gold;pub.1047773216;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1047775430;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Grün;pub.1047776119;2016;pblshr.1000297;Springer Nature;jour.1044959;Nature Climate Change
Grün;pub.1047797998;2016;pblshr.1000297;Springer Nature;jour.1041224;Nature Chemistry
Closed;pub.1047817682;2015;pblshr.1000078;Elsevier;jour.1137268;Catena
Gold;pub.1047836225;2016;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Hybrid;pub.1047851465;2016;pblshr.1000078;Elsevier;jour.1138740;Nuclear and Particle Physics Proceedings
Gold;pub.1047859183;2015;pblshr.1000286;Oxford University Press (OUP);jour.1041665;Genome Biology and Evolution
Closed;pub.1047870746;2017;pblshr.1000067;CSIRO Publishing;jour.1312302;Reproduction Fertility and Development
Gold;pub.1047893118;2015;pblshr.1000297;Springer Nature;jour.1030439;Critical Reviews in Computed Tomography
Gold;pub.1047918669;2016;pblshr.1000297;Springer Nature;jour.1358850;International Journal of Bipolar Disorders
Closed;pub.1047923512;2017;pblshr.1000078;Elsevier;jour.1100785;Language Sciences
Gold;pub.1047942587;2015;pblshr.1000266;IOP Publishing;jour.1043366;Journal of Physics Conference Series
Closed;pub.1047945992;2015;pblshr.1000078;Elsevier;jour.1052487;Journal of South American Earth Sciences
Gold;pub.1047947211;2016;pblshr.1000078;Elsevier;jour.1043968;Procedia Computer Science
Closed;pub.1048000641;2015;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Gold;pub.1048003834;2015;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Grün;pub.1048017749;2016;pblshr.1000311;Wiley;jour.1044328;Agricultural Economics
Gold;pub.1048025450;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1048059577;2016;pblshr.1000078;Elsevier;jour.1084718;Ultramicroscopy
Closed;pub.1048063578;2016;pblshr.1000311;Wiley;jour.1016355;ChemInform
Gold;pub.1048068467;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Hybrid;pub.1048077621;2015;pblshr.1000266;IOP Publishing;jour.1138827;Materials Research Express
Grün;pub.1048084018;2015;pblshr.1000297;Springer Nature;jour.1327584;Letters in Mathematical Physics
Closed;pub.1048102685;2016;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Closed;pub.1048111513;2017;pblshr.1000297;Springer Nature;jour.1041224;Nature Chemistry
Closed;pub.1048147120;2017;pblshr.1000297;Springer Nature;jour.1047975;The European Journal of Development Research
Closed;pub.1048149369;2016;pblshr.1000078;Elsevier;jour.1126651;Ecological Modelling
Hybrid;pub.1048151237;2015;pblshr.1000329;International Union of Crystallography (IUCr);jour.1120837;Journal of Applied Crystallography
Closed;pub.1048198035;2016;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Closed;pub.1048206953;2016;pblshr.1000078;Elsevier;jour.1042352;Transportation Research Part F Traffic Psychology and Behaviour
Closed;pub.1048214082;2017;pblshr.1000311;Wiley;jour.1122486;Journal of Computational Chemistry
Closed;pub.1048217023;2016;pblshr.1000078;Elsevier;jour.1123271;Journal of Economic Psychology
Gold;pub.1048223141;2015;pblshr.1001965;Frontiers;jour.1050576;Frontiers in Environmental Science
Grün;pub.1048250520;2016;pblshr.1000078;Elsevier;jour.1120673;Energy Policy
Closed;pub.1048254135;2016;pblshr.1000078;Elsevier;jour.1134141;Icarus
Closed;pub.1048268008;2017;pblshr.1000297;Springer Nature;jour.1039640;Journal of Plant Diseases and Protection
Closed;pub.1048279108;2016;pblshr.1000311;Wiley;jour.1016355;ChemInform
Gold;pub.1048308840;2016;pblshr.1000175;The Royal Society;jour.1051026;Royal Society Open Science
Bronze;pub.1048330724;2016;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1048348272;2016;pblshr.1000311;Wiley;jour.1114019;Journal of Peptide Science
Closed;pub.1048353425;2016;pblshr.1000078;Elsevier;jour.1138102;Forest Policy and Economics
Closed;pub.1048382487;2016;pblshr.1000311;Wiley;jour.1043867;Journal of Plant Nutrition and Soil Science
Gold;pub.1048390059;2015;pblshr.1001968;MDPI;jour.1043459;Toxins
Gold;pub.1048390756;2015;pblshr.1000297;Springer Nature;jour.1299618;IZA Journal of Development and Migration
Closed;pub.1048405782;2016;pblshr.1000078;Elsevier;jour.1112099;Ultrasonics Sonochemistry
Gold;pub.1048416845;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Grün;pub.1048430781;2015;pblshr.1000316;American Chemical Society (ACS);jour.1358263;Inorganic Chemistry
Closed;pub.1048452930;2016;pblshr.1000078;Elsevier;jour.1123271;Journal of Economic Psychology
Closed;pub.1048471906;2015;pblshr.1000311;Wiley;jour.1093009;Electrophoresis
Closed;pub.1048473218;2017;pblshr.1000297;Springer Nature;jour.1136065;Public Transport
Hybrid;pub.1048482228;2017;pblshr.1000078;Elsevier;jour.1027840;Land Use Policy
Closed;pub.1048515464;2015;pblshr.1000050;Brill Academic Publishers;jour.1025162;Mnemosyne
Gold;pub.1048540712;2015;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1048546027;2016;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Closed;pub.1048563272;2017;pblshr.1000297;Springer Nature;jour.1135968;Geomechanics and Geophysics for Geo-Energy and Geo-Resources
Closed;pub.1048588822;2015;pblshr.1000311;Wiley;jour.1042005;Numerical Methods for Partial Differential Equations
Grün;pub.1048607156;2016;pblshr.1000179;SAGE Publications;jour.1043768;Social Psychological and Personality Science
Closed;pub.1048615621;2015;pblshr.1000078;Elsevier;jour.1082814;Medical Hypotheses
Gold;pub.1048628449;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1048638444;2015;pblshr.1000022;Annual Reviews;jour.1049410;Annual Review of Statistics and Its Application
Gold;pub.1048653709;2015;pblshr.1001965;Frontiers;jour.1040224;Frontiers in Cellular Neuroscience
Closed;pub.1048687241;2015;pblshr.1000297;Springer Nature;jour.1297382;Clinical Research in Cardiology
Closed;pub.1048691063;2015;pblshr.1000311;Wiley;jour.1118025;European Journal of Organic Chemistry
Closed;pub.1048710992;2016;pblshr.1000078;Elsevier;jour.1026088;Precambrian Research
Gold;pub.1048744276;2015;pblshr.1000297;Springer Nature;jour.1030439;Critical Reviews in Computed Tomography
Closed;pub.1048746262;2016;pblshr.1000078;Elsevier;jour.1018392;Journal of Environmental Management
Gold;pub.1048760192;2015;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Closed;pub.1048776425;2015;pblshr.1000311;Wiley;jour.1092363;Macromolecular Chemistry and Physics
Closed;pub.1048785710;2015;pblshr.1000078;Elsevier;jour.1137223;Computer Networks
Closed;pub.1048810251;2017;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Closed;pub.1048812767;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Gold;pub.1048823975;2016;pblshr.1000297;Springer Nature;jour.1042561;Mobile DNA
Hybrid;pub.1048824994;2015;pblshr.1000297;Springer Nature;jour.1018285;Primates
Hybrid;pub.1048841455;2016;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1297159;Chemical Communications
Closed;pub.1048845754;2017;pblshr.1000311;Wiley;jour.1095420;Journal of Pineal Research
Grün;pub.1048851037;2016;pblshr.1000311;Wiley;jour.1126696;Journal of Phycology
Closed;pub.1048879806;2016;pblshr.1000374;De Gruyter;jour.1138518;Praehistorische Zeitschrift
Grün;pub.1048894531;2016;pblshr.1000297;Springer Nature;jour.1082730;Journal of Chemical Ecology
Closed;pub.1048896967;2016;pblshr.1000266;IOP Publishing;jour.1032808;Inverse Problems
Hybrid;pub.1048900463;2017;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1297159;Chemical Communications
Closed;pub.1048924069;2015;pblshr.1000297;Springer Nature;jour.1051354;Regional Environmental Change
Gold;pub.1048925993;2015;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Gold;pub.1048971492;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1048984151;2015;pblshr.1000297;Springer Nature;jour.1024257;BMC Neuroscience
Closed;pub.1048987412;2016;pblshr.1000311;Wiley;jour.1132113;Mathematical Methods in the Applied Sciences
Closed;pub.1048999628;2016;pblshr.1000276;Wolters Kluwer;jour.1115380;Blood Pressure Monitoring
Gold;pub.1049022164;2015;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1049028841;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Grün;pub.1049042192;2015;pblshr.1000311;Wiley;jour.1021044;European Journal of Heart Failure
Closed;pub.1049046973;2016;pblshr.1000078;Elsevier;jour.1052404;International Journal of Coal Geology
Hybrid;pub.1049052458;2015;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Closed;pub.1049071508;2017;pblshr.1000297;Springer Nature;jour.1031627;Biology and Fertility of Soils
Closed;pub.1049077868;2016;pblshr.1000078;Elsevier;jour.1098685;Journal of Clinical Anesthesia
Gold;pub.1049108971;2015;pblshr.1001965;Frontiers;jour.1044458;Frontiers in Microbiology
Closed;pub.1049122349;2016;pblshr.1000301;Taylor & Francis;jour.1101525;Psychotherapy Research
Grün;pub.1049122952;2015;pblshr.1000297;Springer Nature;jour.1042645;Journal of Fourier Analysis and Applications
Grün;pub.1049123115;2015;pblshr.1000078;Elsevier;jour.1312241;Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment
Grün;pub.1049138060;2015;pblshr.1000297;Springer Nature;jour.1135920;Mathematical Physics, Analysis and Geometry
Grün;pub.1049148975;2016;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Closed;pub.1049153022;2017;pblshr.1000311;Wiley;jour.1040951;physica status solidi (RRL) - Rapid Research Letters
Gold;pub.1049154996;2016;pblshr.1000078;Elsevier;jour.1094748;Physics Letters B
Closed;pub.1049160083;2017;pblshr.1000078;Elsevier;jour.1039601;Brain Stimulation
Gold;pub.1049162262;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Gold;pub.1049172681;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Hybrid;pub.1049213566;2015;pblshr.1000286;Oxford University Press (OUP);jour.1017305;Brain
Grün;pub.1049221778;2017;pblshr.1000297;Springer Nature;jour.1047855;Extremes
Closed;pub.1049224643;2015;pblshr.1000297;Springer Nature;jour.1009586;Oecologia
Closed;pub.1049243972;2016;pblshr.1000311;Wiley;jour.1126696;Journal of Phycology
Closed;pub.1049246910;2015;pblshr.1000078;Elsevier;jour.1089606;Molecular Immunology
Grün;pub.1049247094;2015;pblshr.1000341;Proceedings of the National Academy of Sciences;jour.1082971;Proceedings of the National Academy of Sciences
Closed;pub.1049252291;2015;pblshr.1000297;Springer Nature;jour.1046984;Journal of Consumer Protection and Food Safety
Bronze;pub.1049272299;2015;pblshr.1000078;Elsevier;jour.1017078;Biophysical Journal
Closed;pub.1049285427;2015;pblshr.1000078;Elsevier;jour.1312078;Palaeogeography Palaeoclimatology Palaeoecology
Closed;pub.1049309957;2016;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Closed;pub.1049322538;2016;pblshr.1000311;Wiley;jour.1098240;Glia
Gold;pub.1049335342;2016;pblshr.1000297;Springer Nature;jour.1052482;Journal of High Energy Physics
Closed;pub.1049361027;2015;pblshr.1000297;Springer Nature;jour.1091511;International Journal of Primatology
Hybrid;pub.1049371931;2015;pblshr.1000266;IOP Publishing;jour.1033833;Journal of Neural Engineering
Closed;pub.1049385852;2015;pblshr.1000297;Springer Nature;jour.1313768;Environmental Earth Sciences
Grün;pub.1049407394;2015;pblshr.1000078;Elsevier;jour.1122912;World Development
Gold;pub.1049414409;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Grün;pub.1049422229;2017;pblshr.1000078;Elsevier;jour.1034789;Ad Hoc Networks
Grün;pub.1049486887;2015;pblshr.1000311;Wiley;jour.1092618;American Journal of Primatology
Closed;pub.1049488346;2017;pblshr.1000311;Wiley;jour.1120854;Journal of Raman Spectroscopy
Hybrid;pub.1049503163;2017;pblshr.1000297;Springer Nature;jour.1136432;Clean Technologies and Environmental Policy
Gold;pub.1049504116;2015;pblshr.1000297;Springer Nature;jour.1032884;BMC Biology
Gold;pub.1049514457;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1049528835;2016;pblshr.1000078;Elsevier;jour.1040733;Quaternary Science Reviews
Closed;pub.1049546472;2016;pblshr.1000078;Elsevier;jour.1036173;Journal of Veterinary Behavior
Closed;pub.1049550042;2015;pblshr.1000297;Springer Nature;jour.1134206;Journal of Agricultural, Biological and Environmental Statistics
Closed;pub.1049566262;2016;pblshr.1000078;Elsevier;jour.1100534;Journal of Structural Biology
Closed;pub.1049576789;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Gold;pub.1049580562;2015;pblshr.1000078;Elsevier;jour.1152840;Arab Economic and Business Journal
Gold;pub.1049589299;2015;pblshr.1000235;American Society for Microbiology;jour.1047634;Microbiology Resource Announcements
Closed;pub.1049592727;2016;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Grün;pub.1049607461;2017;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Gold;pub.1049615593;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Grün;pub.1049624663;2015;pblshr.1000286;Oxford University Press (OUP);jour.1312234;Biological Journal of the Linnean Society
Closed;pub.1049656519;2016;pblshr.1000078;Elsevier;jour.1077145;Journal of Experimental Child Psychology
Hybrid;pub.1049658242;2015;pblshr.1000016;American Physical Society (APS);jour.1018277;Physical Review Letters
Hybrid;pub.1049660733;2016;pblshr.1000311;Wiley;jour.1086831;Annals of Neurology
Grün;pub.1049668808;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1043052;Nanoscale
Gold;pub.1049688272;2015;pblshr.1007892;Impact Journals, LLC;jour.1043645;Oncotarget
Closed;pub.1049689429;2016;pblshr.1000078;Elsevier;jour.1312261;Women's Studies International Forum
Closed;pub.1049691215;2016;pblshr.1000078;Elsevier;jour.1049139;The Lancet Diabetes & Endocrinology
Closed;pub.1049728643;2016;pblshr.1000078;Elsevier;jour.1137268;Catena
Gold;pub.1049733942;2015;pblshr.1000311;Wiley;jour.1027203;Journal of Cellular and Molecular Medicine
Closed;pub.1049773066;2015;pblshr.1000297;Springer Nature;jour.1327431;Nature Chemical Biology
Closed;pub.1049774694;2016;pblshr.1000078;Elsevier;jour.1027840;Land Use Policy
Gold;pub.1049796668;2016;pblshr.1001965;Frontiers;jour.1045668;Frontiers in Plant Science
Closed;pub.1049800360;2016;pblshr.1000078;Elsevier;jour.1129443;Biomass and Bioenergy
Closed;pub.1049806461;2015;pblshr.1000297;Springer Nature;jour.1023035;Genetic Resources and Crop Evolution
Closed;pub.1049811405;2016;pblshr.1000078;Elsevier;jour.1088572;Animal Reproduction Science
Gold;pub.1049813995;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Gold;pub.1049847465;2016;pblshr.1001965;Frontiers;jour.1040230;Frontiers in Human Neuroscience
Grün;pub.1049882753;2016;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1358277;Soft Matter
Closed;pub.1049898360;2016;pblshr.1000078;Elsevier;jour.1131112;European Journal of Soil Biology
Closed;pub.1049963053;2016;pblshr.1000078;Elsevier;jour.1037828;Flora
Grün;pub.1049973882;2016;pblshr.1000311;Wiley;jour.1041782;Computer Graphics Forum
Closed;pub.1049977164;2016;pblshr.1000311;Wiley;jour.1114579;Chemistry - A European Journal
Closed;pub.1050003389;2016;pblshr.1000311;Wiley;jour.1114021;European Journal of Neurology
Gold;pub.1050007421;2015;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1050030039;2016;pblshr.1000297;Springer Nature;jour.1050327;Movement Ecology
Closed;pub.1050055355;2016;pblshr.1000078;Elsevier;jour.1081615;Biological Conservation
Grün;pub.1050064467;2016;pblshr.1000078;Elsevier;jour.1023071;Perspectives in Plant Ecology Evolution and Systematics
Gold;pub.1050091920;2015;pblshr.1003145;Copernicus Publications;jour.1137339;Hydrology and Earth System Sciences
Grün;pub.1050099317;2015;pblshr.1000311;Wiley;jour.1031082;Plant Biology
Grün;pub.1050102054;2016;pblshr.1000078;Elsevier;jour.1036664;Sedimentary Geology
Gold;pub.1050112343;2016;pblshr.1000297;Springer Nature;jour.1045300;Annals of Intensive Care
Grün;pub.1050121532;2016;pblshr.1000078;Elsevier;jour.1327407;Food Policy
Grün;pub.1050129755;2015;pblshr.1000286;Oxford University Press (OUP);jour.1097935;European Journal of Cardio-thoracic Surgery
Gold;pub.1050152890;2015;pblshr.1003145;Copernicus Publications;jour.1297757;Solid Earth (SE)
Grün;pub.1050172344;2016;pblshr.1000311;Wiley;jour.1134649;Astronomische Nachrichten
Closed;pub.1050232537;2015;pblshr.1000311;Wiley;jour.1099955;European Journal of Neuroscience
Closed;pub.1050235603;2015;pblshr.1000078;Elsevier;jour.1052650;Tectonophysics
Closed;pub.1050238233;2016;pblshr.1000078;Elsevier;jour.1027235;Nuclear Physics A
Closed;pub.1050248235;2016;pblshr.1000297;Springer Nature;jour.1021020;Biomedical Microdevices
Gold;pub.1050249641;2016;pblshr.1000237;The Company of Biologists;jour.1046377;Biology Open
